,game_global_ranking,game_title,console,year_of_release,genre,publisher,northamerican_sales,europe_sales,japan_sales,othercontry_sales,world_sales,game_title_normalized
12715,12717,rhapsody: a musical adventure,ds,2008,role-playing,nippon ichi software,0.05,0.0,0.0,0.0,0.06 ,rhapsody amusicaladventure
12716,12718,titan quest,pc,2006,role-playing,thq,0.01,0.04,0.0,0.01,0.06 ,titanquest
12717,12719,wantame fortune channel,ds,2007,misc,capcom,0.0,0.0,0.06,0.0,0.06 ,wantamefortunechannel
12718,12720,evangelion: jo,psp,2009,action,namco bandai games,0.0,0.0,0.06,0.0,0.06 ,evangelion jo
12719,12721,bleach: blade battlers 2nd,ps2,2007,fighting,sony computer entertainment,0.0,0.0,0.06,0.0,0.06 ,bleach bladebattlers2nd
12720,12722,samurai jack: the shadow of aku,ps2,2004,action,sega,0.03,0.02,0.0,0.01,0.06 ,samuraijack theshadowofaku
12721,12723,kamen rider kabuto,ps2,2006,action,namco bandai games,0.0,0.0,0.06,0.0,0.06 ,kamenriderkabuto
12722,12724,men in black the series: crashdown,ps,2001,shooter,infogrames,0.03,0.02,0.0,0.0,0.06 ,meninblacktheseries crashdown
12723,12725,zero divide,ps,1995,fighting,ocean,0.03,0.02,0.0,0.0,0.06 ,zerodivide
12724,12726,fifa street,gc,2005,sports,electronic arts,0.04,0.01,0.0,0.0,0.06 ,fifastreet
12725,12727,tsugunai: atonement,ps2,2001,role-playing,sony computer entertainment,0.02,0.01,0.02,0.0,0.06 ,tsugunai atonement
12726,12728,rugby world cup 2015,ps4,2015,sports,ubisoft,0.0,0.05,0.0,0.01,0.06 ,rugbyworldcup2015
12727,12729,lost kingdoms ii,gc,2003,role-playing,activision,0.04,0.01,0.0,0.0,0.06 ,lostkingdomsii
12728,12730,aggressive inline,gc,2002,sports,acclaim entertainment,0.04,0.01,0.0,0.0,0.06 ,aggressiveinline
12729,12731,nights of azure,ps4,2015,action,tecmo koei,0.03,0.02,0.0,0.01,0.06 ,nightsofazure
12730,12732,dungeon keeper 2,pc,1999,action,electronic arts,0.0,0.05,0.0,0.01,0.06 ,dungeonkeeper2
12731,12733,viewtiful joe: red hot rumble,gc,2005,action,capcom,0.04,0.01,0.0,0.0,0.06 ,viewtifuljoe redhotrumble
12732,12734,the lord of the rings: the battle for middle-earth ii,x360,2006,strategy,electronic arts,0.0,0.05,0.0,0.01,0.06 ,thelordoftherings thebattleformiddle earthii
12733,12735,kaite shabette hajimeyou! monster farm ds,ds,2007,role-playing,tecmo koei,0.0,0.0,0.06,0.0,0.06 ,kaiteshabettehajimeyou monsterfarmds
12734,12736,dungeon explorer: warriors of ancient arts,ds,2007,role-playing,rising star games,0.05,0.0,0.0,0.0,0.06 ,dungeonexplorer warriorsofancientarts
12735,12737,pro yaky? spirits 2012,psv,2012,sports,konami digital entertainment,0.0,0.0,0.06,0.0,0.06 ,proyaky spirits2012
12736,12738,samurai warriors 4: empires,ps3,2015,action,tecmo koei,0.0,0.0,0.06,0.0,0.06 ,samuraiwarriors4 empires
12737,12739,point blank ds (us sales),ds,2006,shooter,atari,0.05,0.0,0.0,0.0,0.06 ,pointblankds ussales 
12738,12740,fifa soccer 06,ds,2005,sports,electronic arts,0.05,0.0,0.0,0.0,0.06 ,fifasoccer06
12739,12741,sd gundam g generation wars,wii,2009,strategy,namco bandai games,0.0,0.0,0.06,0.0,0.06 ,sdgundamggenerationwars
12740,12742,broken sword ii: the smoking mirror,ps,1997,adventure,sony computer entertainment,0.03,0.02,0.0,0.0,0.06 ,brokenswordii thesmokingmirror
12741,12743,pump it up: exceed,ps2,2005,misc,mastiff,0.03,0.02,0.0,0.01,0.06 ,pumpitup exceed
12742,12744,hakuouki: yuugi roku ni - matsuri hayashi to taishitachi,psp,2012,action,idea factory,0.0,0.0,0.06,0.0,0.06 ,hakuouki yuugirokuni matsurihayashitotaishitachi
12743,12745,wreckless: the yakuza missions,gc,2002,racing,activision,0.04,0.01,0.0,0.0,0.06 ,wreckless theyakuzamissions
12744,12746,doki-doki universe,psv,2013,adventure,sony computer entertainment,0.01,0.04,0.0,0.01,0.06 ,doki dokiuniverse
12746,12748,toca race driver 2: ultimate racing simulator,ps2,2004,racing,codemasters,0.03,0.02,0.0,0.01,0.06 ,tocaracedriver2 ultimateracingsimulator
12747,12749,girls rpg: cinderellife,3ds,2012,role-playing,level 5,0.0,0.0,0.06,0.0,0.06 ,girlsrpg cinderellife
12748,12750,dr. muto,xb,2002,platform,midway games,0.04,0.01,0.0,0.0,0.06 ,dr muto
12750,12752,gothic 3,pc,2006,role-playing,jowood productions,0.0,0.05,0.0,0.01,0.06 ,gothic3
12751,12753,tokyo twilight ghost hunters,ps3,2014,role-playing,aksys games,0.03,0.0,0.02,0.01,0.06 ,tokyotwilightghosthunters
12752,12754,scrabble blast!,gba,2005,misc,zoo digital publishing,0.04,0.01,0.0,0.0,0.06 ,scrabbleblast 
12753,12755,dino pets,ds,2009,simulation,avanquest,0.05,0.0,0.0,0.0,0.06 ,dinopets
12754,12756,fate/stay night [réalta nua],psv,2012,adventure,kadokawa shoten,0.0,0.0,0.06,0.0,0.06 ,fate staynight réaltanua 
12755,12757,the mysterious case of dr. jekyll and mr. hyde,ds,2010,adventure,o-games,0.02,0.03,0.0,0.01,0.06 ,themysteriouscaseofdr jekyllandmr hyde
12756,12758,gintama no sugoroku,psp,2013,action,namco bandai games,0.0,0.0,0.06,0.0,0.06 ,gintamanosugoroku
12757,12759,kid fit island resort,wii,2010,sports,avanquest,0.05,0.0,0.0,0.0,0.06 ,kidfitislandresort
12758,12760,the lord of the rings: aragorn's quest,ps2,2010,action,warner bros. interactive entertainment,0.03,0.02,0.0,0.01,0.06 ,thelordoftherings aragorn squest
12759,12761,roogoo twisted towers,wii,2009,puzzle,southpeak games,0.05,0.0,0.0,0.0,0.06 ,roogootwistedtowers
12760,12762,doraemon 4: nobita to toki no okoku,snes,1995,platform,epoch,0.0,0.0,0.06,0.0,0.06 ,doraemon4 nobitatotokinookoku
12761,12763,myst,sat,1994,adventure,sunsoft,0.0,0.0,0.06,0.0,0.06 ,myst
12762,12764,f1 2010,pc,2010,racing,codemasters,0.0,0.05,0.0,0.01,0.06 ,f12010
12763,12765,toaru kagaku no chou denjihou,psp,2011,adventure,kadokawa shoten,0.0,0.0,0.06,0.0,0.06 ,toarukagakunochoudenjihou
12764,12766,starwinder: the ultimate space race,ps,1996,racing,mindscape,0.03,0.02,0.0,0.0,0.06 ,starwinder theultimatespacerace
12765,12767,the lost chronicles of zerzura,pc,2012,adventure,dtp entertainment,0.0,0.05,0.0,0.01,0.06 ,thelostchroniclesofzerzura
12766,12768,ski region simulator,pc,2011,simulation,excalibur publishing,0.0,0.05,0.0,0.01,0.06 ,skiregionsimulator
12767,12769,angelique trois,ps2,2000,adventure,tecmo koei,0.0,0.0,0.06,0.0,0.06 ,angeliquetrois
12768,12770,dreamer series: babysitter,ds,2009,simulation,deep silver,0.05,0.0,0.0,0.0,0.06 ,dreamerseries babysitter
12769,12771,diva girls: divas on ice,ds,2009,sports,505 games,0.05,0.0,0.0,0.0,0.06 ,divagirls divasonice
12770,12772,dance dance revolution: mario mix (jp sales),gc,2005,simulation,nintendo,0.0,0.0,0.05,0.0,0.06 ,dancedancerevolution mariomix jpsales 
12771,12773,a-train 6,ps2,2000,strategy,midas interactive entertainment,0.0,0.0,0.06,0.0,0.06 ,a train6
12772,12774,meitantei conan: tantei ryoku trainer,ds,2007,misc,namco bandai games,0.0,0.0,0.06,0.0,0.06 ,meitanteiconan tanteiryokutrainer
12773,12775,motogp,gba,2002,racing,thq,0.04,0.01,0.0,0.0,0.06 ,motogp
12774,12776,espn international winter sports 2002,ps2,2002,sports,konami digital entertainment,0.03,0.02,0.0,0.01,0.06 ,espninternationalwintersports2002
12776,12778,kimikiss (ebkore+),ps2,2008,adventure,enterbrain,0.0,0.0,0.06,0.0,0.06 ,kimikiss ebkore  
12777,12779,gold and glory: the road to el dorado,ps,2000,adventure,ubisoft,0.03,0.02,0.0,0.0,0.06 ,goldandglory theroadtoeldorado
12778,12780,nba live 07,xb,2006,sports,electronic arts,0.04,0.01,0.0,0.0,0.06 ,nbalive07
12779,12781,choro q marine: q boat,ps,1998,racing,takara,0.0,0.0,0.05,0.0,0.06 ,choroqmarine qboat
12780,12782,gunpey,psp,2006,puzzle,atari,0.05,0.0,0.0,0.01,0.06 ,gunpey
12781,12783,battlebots: beyond the battlebox,gba,2002,action,vivendi games,0.04,0.01,0.0,0.0,0.06 ,battlebots beyondthebattlebox
12782,12784,mx vs. atv supercross encore,ps4,2015,sports,nordic games,0.0,0.05,0.0,0.01,0.06 ,mxvs atvsupercrossencore
12783,12785,yuugen gaisha brave company,3ds,2011,strategy,namco bandai games,0.0,0.0,0.06,0.0,0.06 ,yuugengaishabravecompany
12784,12786,mighty beanz: pocket puzzles,gba,2004,puzzle,majesco entertainment,0.04,0.01,0.0,0.0,0.06 ,mightybeanz pocketpuzzles
12785,12787,ken to mahou to gakuen mono. 3d,3ds,2011,role-playing,acquire,0.0,0.0,0.06,0.0,0.06 ,kentomahoutogakuenmono 3d
12786,12788,history great empires: rome,ds,2009,strategy,black bean games,0.05,0.0,0.0,0.0,0.06 ,historygreatempires rome
12787,12789,the king of fighters '96,ng,1996,fighting,snk,0.0,0.0,0.06,0.0,0.06 ,thekingoffighters 96
12788,12790,friends: the one with all the trivia,ps2,2005,misc,warner bros. interactive entertainment,0.03,0.02,0.0,0.01,0.06 ,friends theonewithallthetrivia
12789,12791,mame goma 2: uchi no ko ga ichiban!,ds,2008,simulation,creative core,0.0,0.0,0.06,0.0,0.06 ,mamegoma2 uchinokogaichiban 
12790,12792,backyard nfl football '08,ps2,2007,sports,atari,0.03,0.02,0.0,0.01,0.06 ,backyardnflfootball 08
12791,12793,coraline,wii,2009,action,d3publisher,0.05,0.0,0.0,0.0,0.06 ,coraline
12792,12794,gunbird,sat,1995,shooter,atlus,0.0,0.0,0.06,0.0,0.06 ,gunbird
12793,12795,imagine: party planner,ds,2009,simulation,ubisoft,0.05,0.0,0.0,0.0,0.06 ,imagine partyplanner
12794,12796,dream c club portable,psp,2010,simulation,d3publisher,0.0,0.0,0.06,0.0,0.06 ,dreamcclubportable
12795,12797,tom clancy's rainbow six 3,gc,2004,shooter,ubisoft,0.04,0.01,0.0,0.0,0.06 ,tomclancy srainbowsix3
12796,12798,elemental gearbolt,ps,1997,shooter,sony computer entertainment,0.03,0.02,0.0,0.0,0.06 ,elementalgearbolt
12797,12799,space chimps,ds,2008,platform,brash entertainment,0.05,0.0,0.0,0.0,0.06 ,spacechimps
12798,12800,tony hawk's pro skater 5,ps3,2015,sports,activision,0.04,0.0,0.0,0.01,0.06 ,tonyhawk sproskater5
12799,12801,wwf wrestlemania: the arcade game,ps,1995,fighting,acclaim entertainment,0.03,0.02,0.0,0.0,0.06 ,wwfwrestlemania thearcadegame
12800,12802,handball 16,ps4,2015,sports,bigben interactive,0.0,0.05,0.0,0.01,0.06 ,handball16
12801,12803,cabela's big game hunter 2005 adventures,gba,2004,sports,activision,0.04,0.01,0.0,0.0,0.06 ,cabela sbiggamehunter2005adventures
12802,12804,grand kingdom,ps4,2015,role-playing,nippon ichi software,0.02,0.0,0.03,0.0,0.06 ,grandkingdom
12803,12805,mega man 8 anniversary collector's edition,sat,1997,platform,capcom,0.0,0.0,0.06,0.0,0.06 ,megaman8anniversarycollector sedition
12804,12806,v-rally 3,ps2,2002,racing,atari,0.03,0.02,0.0,0.01,0.06 ,v rally3
12805,12807,nobunaga no yabou: souzou,ps4,2014,strategy,tecmo koei,0.0,0.0,0.06,0.0,0.06 ,nobunaganoyabou souzou
12806,12808,whiplash,xb,2003,racing,eidos interactive,0.04,0.01,0.0,0.0,0.06 ,whiplash
12808,12810,pro yakyuu famista 2011,3ds,2011,sports,namco bandai games,0.0,0.0,0.06,0.0,0.06 ,proyakyuufamista2011
12809,12811,impact racing,ps,1996,racing,jvc,0.03,0.02,0.0,0.0,0.06 ,impactracing
12810,12812,my horse & me: riding for gold,wii,2008,sports,atari,0.04,0.02,0.0,0.0,0.06 ,myhorse me ridingforgold
12811,12813,sled shred featuring the jamaican bobsled team,wii,2010,sports,southpeak games,0.05,0.0,0.0,0.0,0.06 ,sledshredfeaturingthejamaicanbobsledteam
12812,12814,amazing island,gc,2004,strategy,sega,0.04,0.01,0.0,0.0,0.06 ,amazingisland
12813,12815,seablade,xb,2002,shooter,tdk mediactive,0.04,0.01,0.0,0.0,0.06 ,seablade
12814,12816,jikkyou powerful pro yakyuu dreamcast edition,dc,2000,sports,konami digital entertainment,0.0,0.0,0.06,0.0,0.06 ,jikkyoupowerfulproyakyuudreamcastedition
12815,12817,carmen sandiego: the secret of the stolen drums,ps2,2004,action,bam! entertainment,0.03,0.02,0.0,0.01,0.06 ,carmensandiego thesecretofthestolendrums
12816,12818,tokyo mono harashi: karasu no mori gakuen kitan,psp,2010,role-playing,atlus,0.0,0.0,0.06,0.0,0.06 ,tokyomonoharashi karasunomorigakuenkitan
12817,12819,activision hits: remixed,psp,2006,misc,activision,0.05,0.0,0.0,0.0,0.06 ,activisionhits remixed
12818,12820,death jr. ii: root of evil,psp,2006,platform,konami digital entertainment,0.05,0.0,0.0,0.0,0.06 ,deathjr ii rootofevil
12819,12821,hail to the chimp,x360,2008,misc,gamecock,0.05,0.0,0.0,0.0,0.06 ,hailtothechimp
12820,12822,motogp 4 - official game of motogp,ps2,2005,racing,sony computer entertainment,0.03,0.02,0.0,0.01,0.06 ,motogp4 officialgameofmotogp
12821,12823,legend of kay,wiiu,2015,action,nordic games,0.03,0.02,0.0,0.0,0.05 ,legendofkay
12822,12824,kyoukai senjou no horizon portable,psp,2013,adventure,kadokawa shoten,0.0,0.0,0.05,0.0,0.05 ,kyoukaisenjounohorizonportable
12823,12825,4 elements,pc,2009,puzzle,mastertronic,0.0,0.04,0.0,0.01,0.05 ,4elements
12824,12826,shining force iii: scenario 2,sat,1998,strategy,sega,0.0,0.0,0.05,0.0,0.05 ,shiningforceiii scenario2
12826,12828,airline tycoon 2,pc,2011,simulation,kalypso media,0.0,0.04,0.0,0.01,0.05 ,airlinetycoon2
12827,12829,worms world party,gba,2002,strategy,ubisoft,0.04,0.01,0.0,0.0,0.05 ,wormsworldparty
12828,12830,medabots: metabee,gba,2002,role-playing,natsume,0.04,0.01,0.0,0.0,0.05 ,medabots metabee
12829,12831,medal of honor: airborne,pc,2007,shooter,electronic arts,0.0,0.04,0.0,0.01,0.05 ,medalofhonor airborne
12830,12832,nhl legacy,x360,2015,action,electronic arts,0.05,0.0,0.0,0.01,0.05 ,nhllegacy
12831,12833,final fight: streetwise,ps2,2006,action,capcom,0.03,0.02,0.0,0.01,0.05 ,finalfight streetwise
12832,12834,speed kings,xb,2003,racing,acclaim entertainment,0.04,0.01,0.0,0.0,0.05 ,speedkings
12833,12835,drivers ed portable,ds,2008,misc,jowood productions,0.05,0.0,0.0,0.0,0.05 ,driversedportable
12834,12836,rebelstar: tactical command,gba,2005,strategy,atari,0.04,0.01,0.0,0.0,0.05 ,rebelstar tacticalcommand
12835,12837,kamen rider: battride war genesis,ps4,2016,action,namco bandai games,0.0,0.0,0.05,0.0,0.05 ,kamenrider battridewargenesis
12836,12838,il-2 sturmovik: cliffs of dover,pc,2011,simulation,ubisoft,0.0,0.04,0.0,0.01,0.05 ,il 2sturmovik cliffsofdover
12837,12839,gladiator: sword of vengeance,xb,2003,action,acclaim entertainment,0.04,0.01,0.0,0.0,0.05 ,gladiator swordofvengeance
12838,12840,unsolved crimes,ds,2008,adventure,empire interactive,0.04,0.01,0.0,0.0,0.05 ,unsolvedcrimes
12839,12841,minna to kimi no piramekino!,ds,2010,misc,namco bandai games,0.0,0.0,0.05,0.0,0.05 ,minnatokiminopiramekino 
12840,12842,virtua tennis 3,psp,2007,sports,sega,0.02,0.03,0.0,0.01,0.05 ,virtuatennis3
12841,12843,bombastic,ps2,2002,puzzle,capcom,0.03,0.02,0.0,0.01,0.05 ,bombastic
12842,12844,xiaolin showdown,ds,2006,action,konami digital entertainment,0.05,0.0,0.0,0.0,0.05 ,xiaolinshowdown
12843,12845,nhl powerplay 98,ps,1997,sports,virgin interactive,0.03,0.02,0.0,0.0,0.05 ,nhlpowerplay98
12844,12846,olympic soccer: atlanta 1996,ps,1996,sports,u.s. gold,0.03,0.02,0.0,0.0,0.05 ,olympicsoccer atlanta1996
12845,12847,lernerfolg vorschule: capt'n sharky,ds,2009,misc,tivola,0.0,0.05,0.0,0.01,0.05 ,lernerfolgvorschule capt nsharky
12846,12848,samurai dou portable,psp,2008,action,spike,0.0,0.0,0.05,0.0,0.05 ,samuraidouportable
12847,12849,princess on ice,ds,2008,sports,505 games,0.04,0.01,0.0,0.0,0.05 ,princessonice
12848,12850,countdown: the game,wii,2009,puzzle,mindscape,0.0,0.05,0.0,0.0,0.05 ,countdown thegame
12849,12851,phantasy star online episode i & ii plus,gc,2003,role-playing,sega,0.04,0.01,0.0,0.0,0.05 ,phantasystaronlineepisodei iiplus
12850,12852,samurai warriors 4: empires,psv,2015,action,tecmo koei,0.0,0.0,0.05,0.0,0.05 ,samuraiwarriors4 empires
12851,12853,ducktales: remastered,ps3,2013,action,capcom,0.01,0.04,0.0,0.01,0.05 ,ducktales remastered
12852,12854,front mission 2089: border of madness,ds,2008,strategy,square enix,0.0,0.0,0.05,0.0,0.05 ,frontmission2089 borderofmadness
12853,12855,miracle girls festival,psv,2015,misc,sega,0.0,0.0,0.05,0.0,0.05 ,miraclegirlsfestival
12854,12856,dual hearts,ps2,2002,role-playing,sony computer entertainment,0.03,0.02,0.0,0.01,0.05 ,dualhearts
12855,12857,7 wonders: treasures of seven,ds,2011,puzzle,avanquest,0.02,0.03,0.0,0.01,0.05 ,7wonders treasuresofseven
12856,12858,nfl quarterback club 2002,gc,2001,sports,acclaim entertainment,0.04,0.01,0.0,0.0,0.05 ,nflquarterbackclub2002
12857,12859,saki: zenkoku-hen,psv,2015,misc,kaga create,0.0,0.0,0.05,0.0,0.05 ,saki zenkoku hen
12858,12860,mister slime,ds,2008,action,southpeak games,0.05,0.0,0.0,0.0,0.05 ,misterslime
12859,12861,shiren the wanderer 5 plus: fortune tower and the dice of fate,psv,2015,action,aksys games,0.01,0.0,0.04,0.0,0.05 ,shirenthewanderer5plus fortunetowerandthediceoffate
12861,12863,virtual villagers: a new home,ds,2010,simulation,pqube,0.04,0.01,0.0,0.0,0.05 ,virtualvillagers anewhome
12863,12865,marc ecko's getting up: contents under pressure,ps2,2006,action,atari,0.03,0.02,0.0,0.01,0.05 ,marcecko sgettingup contentsunderpressure
12864,12866,learn science,ds,2010,misc,dreamcatcher interactive,0.05,0.0,0.0,0.0,0.05 ,learnscience
12865,12867,sega soccer slam,xb,2002,sports,sega,0.04,0.01,0.0,0.0,0.05 ,segasoccerslam
12866,12868,hakuouki: reimeiroku,ps2,2010,adventure,idea factory,0.0,0.0,0.05,0.0,0.05 ,hakuouki reimeiroku
12867,12869,vertigo,wii,2009,strategy,playlogic game factory,0.05,0.0,0.0,0.0,0.05 ,vertigo
12868,12870,blood omen 2,gc,2002,action,eidos interactive,0.04,0.01,0.0,0.0,0.05 ,bloodomen2
12869,12871,nba 2k17,x360,2016,sports,take-two interactive,0.04,0.0,0.0,0.01,0.05 ,nba2k17
12870,12872,shin sangoku musou 5 empires,psp,2010,action,tecmo koei,0.0,0.0,0.05,0.0,0.05 ,shinsangokumusou5empires
12871,12873,front mission evolved,pc,2010,shooter,square enix,0.05,0.0,0.0,0.0,0.05 ,frontmissionevolved
12872,12874,carve,xb,2004,racing,global star,0.04,0.01,0.0,0.0,0.05 ,carve
12873,12875,blowout,xb,2003,shooter,zoo digital publishing,0.04,0.01,0.0,0.0,0.05 ,blowout
12874,12876,mcdroid,psp,2011,strategy,namco bandai games,0.0,0.0,0.05,0.0,0.05 ,mcdroid
12875,12877,gachitora! abarenbou kyoushi in high school,psp,2011,action,spike,0.0,0.0,0.05,0.0,0.05 ,gachitora abarenboukyoushiinhighschool
12876,12878,wta tour tennis,ps2,2001,sports,konami digital entertainment,0.03,0.02,0.0,0.01,0.05 ,wtatourtennis
12877,12879,bottom of the 9th '99,ps,1998,sports,konami digital entertainment,0.03,0.02,0.0,0.0,0.05 ,bottomofthe9th 99
12878,12880,dynasty warriors 5,xb,2005,action,tecmo koei,0.04,0.01,0.0,0.0,0.05 ,dynastywarriors5
12880,12882,famicom mini: dig dug,gba,2004,puzzle,namco bandai games,0.0,0.0,0.05,0.0,0.05 ,famicommini digdug
12881,12883,fifa soccer 2003,gba,2002,sports,electronic arts,0.04,0.01,0.0,0.0,0.05 ,fifasoccer2003
12882,12884,naval ops: commander,ps2,2004,simulation,tecmo koei,0.03,0.02,0.0,0.01,0.05 ,navalops commander
12883,12885,adventure time: finn & jake investigations,wiiu,2015,action,little orbit,0.03,0.02,0.0,0.0,0.05 ,adventuretime finn jakeinvestigations
12884,12886,defendin' de penguin,wii,2008,strategy,zushi games,0.05,0.0,0.0,0.0,0.05 ,defendin depenguin
12885,12887,bleach: blade battlers,ps2,2006,fighting,sony computer entertainment,0.0,0.0,0.05,0.0,0.05 ,bleach bladebattlers
12886,12888,rez,ps2,2001,shooter,sony computer entertainment,0.03,0.02,0.0,0.01,0.05 ,rez
12887,12889,goosebumps: the game,3ds,2015,adventure,wayforward technologies,0.05,0.0,0.0,0.01,0.05 ,goosebumps thegame
12888,12890,mlb slugfest 2006,xb,2006,sports,midway games,0.04,0.01,0.0,0.0,0.05 ,mlbslugfest2006
12889,12891,rockin' pretty,ds,2009,misc,arc system works,0.05,0.0,0.0,0.0,0.05 ,rockin pretty
12890,12892,jake power: policeman,ds,2008,adventure,ubisoft,0.05,0.0,0.0,0.0,0.05 ,jakepower policeman
12891,12893,samurai warriors 4-ii,psv,2015,action,tecmo koei,0.0,0.0,0.05,0.0,0.05 ,samuraiwarriors4 ii
12892,12894,jissen pachislot hisshouhou! hokuto no ken ds se,ds,2006,misc,sega,0.0,0.0,0.05,0.0,0.05 ,jissenpachislothisshouhou hokutonokendsse
12893,12895,uefa euro 2004: portugal,xb,2004,sports,electronic arts,0.04,0.01,0.0,0.0,0.05 ,uefaeuro2004 portugal
12894,12896,lufia: the ruins of lore,gba,2002,role-playing,taito,0.04,0.01,0.0,0.0,0.05 ,lufia theruinsoflore
12895,12897,major minor's majestic march,wii,2009,misc,majesco entertainment,0.05,0.0,0.0,0.0,0.05 ,majorminor smajesticmarch
12896,12898,shaman king: soul fight,gc,2003,platform,namco bandai games,0.0,0.0,0.05,0.0,0.05 ,shamanking soulfight
12897,12899,samurai deeper kyo,ps,2002,fighting,namco bandai games,0.0,0.0,0.05,0.0,0.05 ,samuraideeperkyo
12898,12900,samantha swift and the hidden roses of athena,ds,2010,adventure,unknown,0.04,0.01,0.0,0.0,0.05 ,samanthaswiftandthehiddenrosesofathena
12899,12901,dark souls iii,pc,2016,role-playing,namco bandai games,0.0,0.05,0.0,0.0,0.05 ,darksoulsiii
12900,12902,medabots: infinity,gc,2003,role-playing,ubisoft,0.04,0.01,0.0,0.0,0.05 ,medabots infinity
12901,12903,tom clancy's hawx 2,pc,2010,action,ubisoft,0.0,0.04,0.0,0.01,0.05 ,tomclancy shawx2
12902,12904,zapper: one wicked cricket!,xb,2002,platform,infogrames,0.04,0.01,0.0,0.0,0.05 ,zapper onewickedcricket 
12903,12905,jirou akagawa: majotachi no nemuri,snes,1995,adventure,pack-in-video,0.0,0.0,0.05,0.0,0.05 ,jirouakagawa majotachinonemuri
12904,12906,arcana heart 3,x360,2011,fighting,pqube,0.0,0.03,0.02,0.0,0.05 ,arcanaheart3
12905,12907,bust-a-bloc,ps2,2002,puzzle,midas interactive entertainment,0.0,0.0,0.05,0.0,0.05 ,bust a bloc
12906,12908,sitting ducks,ps2,2003,platform,lsp games,0.03,0.02,0.0,0.01,0.05 ,sittingducks
12907,12909,puyo puyo 7,wii,2009,puzzle,sega,0.0,0.0,0.05,0.0,0.05 ,puyopuyo7
12908,12910,animal planet: vet collection,ds,2010,simulation,activision,0.05,0.0,0.0,0.0,0.05 ,animalplanet vetcollection
12909,12911,imagine animal doctor care center,ds,2010,simulation,ubisoft,0.05,0.0,0.0,0.0,0.05 ,imagineanimaldoctorcarecenter
12910,12912,rugby 15,x360,2015,sports,bigben interactive,0.0,0.05,0.0,0.0,0.05 ,rugby15
12911,12913,nfl blitz pro,xb,2003,sports,midway games,0.04,0.01,0.0,0.0,0.05 ,nflblitzpro
12912,12914,major league baseball 2k11,psp,2011,sports,take-two interactive,0.05,0.0,0.0,0.0,0.05 ,majorleaguebaseball2k11
12913,12915,uta no prince-sama: music 3,psv,2016,action,broccoli,0.0,0.0,0.05,0.0,0.05 ,utanoprince sama music3
12914,12916,pretty cure all stars everyone gather ? let's dance!,wii,2013,misc,namco bandai games,0.0,0.0,0.05,0.0,0.05 ,prettycureallstarseveryonegather let sdance 
12916,12918,new prince of tennis: go to the top,3ds,2015,action,furyu,0.0,0.0,0.05,0.0,0.05 ,newprinceoftennis gotothetop
12917,12919,zyuden sentai kyoryuger: game de gaburincho!!,3ds,2013,action,namco bandai games,0.0,0.0,0.05,0.0,0.05 ,zyudensentaikyoryuger gamedegaburincho  
12918,12920,nobunaga's ambition: sphere of influence,psv,2014,strategy,tecmo koei,0.0,0.0,0.05,0.0,0.05 ,nobunaga sambition sphereofinfluence
12919,12921,hi-octane: the track fights back!,ps,1995,racing,electronic arts,0.03,0.02,0.0,0.0,0.05 ,hi octane thetrackfightsback 
12920,12922,venetica,pc,2009,role-playing,dtp entertainment,0.0,0.04,0.0,0.01,0.05 ,venetica
12921,12923,black sigil: blade of the exiled,ds,2009,role-playing,graffiti,0.05,0.0,0.0,0.0,0.05 ,blacksigil bladeoftheexiled
12923,12925,wakeboarding unleashed featuring shaun murray,xb,2003,sports,activision,0.04,0.01,0.0,0.0,0.05 ,wakeboardingunleashedfeaturingshaunmurray
12924,12926,trackmania turbo: build to race,ds,2010,racing,ubisoft,0.03,0.02,0.0,0.01,0.05 ,trackmaniaturbo buildtorace
12925,12927,zombiu,ps4,2016,action,ubisoft,0.0,0.04,0.01,0.01,0.05 ,zombiu
12926,12928,domino rally,wii,2007,action,nordcurrent,0.05,0.0,0.0,0.0,0.05 ,dominorally
12927,12929,doraemon 2: nobita no toizurando daibouken,snes,1993,role-playing,epoch,0.0,0.0,0.05,0.0,0.05 ,doraemon2 nobitanotoizurandodaibouken
12928,12930,samurai champloo: sidetracked,ps2,2006,action,namco bandai games,0.03,0.02,0.0,0.01,0.05 ,samuraichamploo sidetracked
12930,12932,teenage mutant ninja turtles: mutants in manhattan,ps3,2016,action,activision,0.01,0.03,0.0,0.01,0.05 ,teenagemutantninjaturtles mutantsinmanhattan
12931,12933,katekyoo hitman reborn! ds: shinuki max! vongola carnival!!,ds,2007,action,takara tomy,0.0,0.0,0.05,0.0,0.05 ,katekyoohitmanreborn ds shinukimax vongolacarnival  
12932,12934,utawarerumono: futari no hakuoro,psv,2016,misc,aqua plus,0.0,0.0,0.05,0.0,0.05 ,utawarerumono futarinohakuoro
12933,12935,chaos;child,psv,2015,adventure,5pb,0.0,0.0,0.05,0.0,0.05,chaos child
12934,12936,fatal fury: wild ambition,ps,1999,fighting,snk playmore,0.03,0.02,0.0,0.0,0.05 ,fatalfury wildambition
12935,12937,metal fight beyblade: bakugami susanoh shuurai!,ds,2010,action,hudson soft,0.0,0.0,0.05,0.0,0.05 ,metalfightbeyblade bakugamisusanohshuurai 
12936,12938,dengeki gakuen rpg: cross of venus,ds,2009,role-playing,ascii media works,0.0,0.0,0.05,0.0,0.05 ,dengekigakuenrpg crossofvenus
